id	subset	subtracted_length	sequence_length	query_length	num_sequences
2AJT-A	test_pdbch	0	500	500	256
2AL7-A	test_pdbch	0	186	186	256
2AAQ-A	test_pdbch	0	479	479	256
2AMY-A	test_pdbch	0	246	246	256
2ALR-A	test_pdbch	0	324	324	256
2AOV-A	test_pdbch	0	292	292	256
2ATX-A	test_pdbch	0	194	194	256
2AZO-A	test_pdbch	0	232	232	256
2AWF-A	test_pdbch	0	172	172	256
2AW5-A	test_pdbch	0	575	575	256
2B7C-A	test_pdbch	0	458	458	256
2B0U-C	test_pdbch	0	288	288	256
2B7M-A	test_pdbch	0	566	566	256
2B3Y-A	test_pdbch	0	888	888	256
2B8K-G	test_pdbch	0	215	215	256
2B76-A	test_pdbch	0	602	602	256
2BBJ-A	test_pdbch	0	354	354	256
2BEC-A	test_pdbch	0	202	202	256
2BBW-A	test_pdbch	0	246	246	256
2BEF-A	test_pdbch	0	155	155	256
2BDH-A	test_pdbch	0	223	223	256
2BCJ-Q	test_pdbch	0	353	353	256
2BID-A	test_pdbch	0	197	197	256
2BJJ-X	test_pdbch	0	692	692	256
2BI4-A	test_pdbch	0	392	392	256
2BKA-A	test_pdbch	0	242	242	256
2BKQ-A	test_pdbch	0	212	212	256
2BP1-A	test_pdbch	0	360	360	256
2BMX-A	test_pdbch	0	195	195	256
2BPM-A	test_pdbch	0	309	309	256
2BK5-A	test_pdbch	0	520	520	256
2BR9-A	test_pdbch	0	234	234	256
2BSK-A	test_pdbch	0	89	89	256
2BQ8-X	test_pdbch	0	304	304	256
2BWG-A	test_pdbch	0	367	367	256
2BSK-B	test_pdbch	0	90	90	256
2BYD-A	test_pdbch	0	323	323	256
2BYK-A	test_pdbch	0	140	140	256
2BYO-A	test_pdbch	0	207	207	256
2BYM-B	test_pdbch	0	128	128	256
2C0D-A	test_pdbch	0	221	221	256
2BZ4-A	test_pdbch	0	418	418	256
2C0Y-A	test_pdbch	0	315	315	256
2C1D-A	test_pdbch	0	264	264	256
2BZW-A	test_pdbch	0	211	211	256
2C3Q-A	test_pdbch	0	247	247	256
2C2L-A	test_pdbch	0	281	281	256
2C1W-A	test_pdbch	0	292	292	256
2C54-A	test_pdbch	0	379	379	256
2C4P-A	test_pdbch	0	165	165	256
2C4N-A	test_pdbch	0	250	250	256
2C6Q-A	test_pdbch	0	351	351	256
2C74-A	test_pdbch	0	247	247	256
2C9Y-A	test_pdbch	0	242	242	256
2CB5-A	test_pdbch	0	453	453	256
2CCZ-A	test_pdbch	0	123	123	256
2CA6-A	test_pdbch	0	386	386	256
2CLP-A	test_pdbch	0	347	347	256
2COJ-A	test_pdbch	0	386	386	256
2CF5-A	test_pdbch	0	357	357	256
2CH9-A	test_pdbch	0	131	131	256
2CH6-A	test_pdbch	0	344	344	256
2CZ2-A	test_pdbch	0	223	223	256
2CZH-A	test_pdbch	0	299	299	256
2CYX-A	test_pdbch	0	170	170	256
2CZV-C	test_pdbch	0	120	120	256
2D2Z-A	test_pdbch	0	261	261	256
2D44-A	test_pdbch	0	482	482	256
2D1P-A	test_pdbch	0	140	140	256
2DEY-X	test_pdbch	0	671	671	256
2DER-A	test_pdbch	0	380	380	256
2D7R-A	test_pdbch	0	570	570	256
2D73-A	test_pdbch	0	738	738	256
2DLC-X	test_pdbch	0	394	394	256
2DSC-A	test_pdbch	0	212	212	256
2DY0-A	test_pdbch	0	190	190	256
2DXA-A	test_pdbch	0	166	166	256
2DUB-A	test_pdbch	0	261	261	256
2DYB-A	test_pdbch	0	341	341	256
2DYM-A	test_pdbch	0	297	297	256
2E0A-A	test_pdbch	0	394	394	256
2E30-A	test_pdbch	0	195	195	256
2E32-A	test_pdbch	0	297	297	256
2E3D-A	test_pdbch	0	302	302	256
2E9C-A	test_pdbch	0	253	253	256
2E4J-A	test_pdbch	0	167	167	256
2ESB-A	test_pdbch	0	188	188	256
2EEE-A	test_pdbch	0	149	149	256
2EL9-A	test_pdbch	0	431	431	256
2EVL-A	test_pdbch	0	209	209	256
2ET1-A	test_pdbch	0	201	201	256
2EWN-A	test_pdbch	0	321	321	256
2EW1-A	test_pdbch	0	201	201	256
2ERV-A	test_pdbch	0	150	150	256
2EX6-A	test_pdbch	0	458	458	256
2F7K-A	test_pdbch	0	327	327	256
2F7S-A	test_pdbch	0	217	217	256
2F11-A	test_pdbch	0	382	382	256
2F73-A	test_pdbch	0	149	149	256
2EXX-A	test_pdbch	0	306	306	256
2F2P-A	test_pdbch	0	179	179	256
2EXU-A	test_pdbch	0	200	200	256
2F8A-A	test_pdbch	0	208	208	256
2F9G-A	test_pdbch	0	353	353	256
2F9J-A	test_pdbch	0	125	125	256
2F8V-T	test_pdbch	0	167	167	169
2F9Y-B	test_pdbch	0	304	304	256
2FBQ-A	test_pdbch	0	235	235	256
2FEM-A	test_pdbch	0	227	227	256
2F9L-A	test_pdbch	0	199	199	256
2FGE-A	test_pdbch	0	995	995	256
2FHG-A	test_pdbch	0	250	250	256
2FP2-A	test_pdbch	0	166	166	256
2FJ9-A	test_pdbch	0	86	86	256
2FHY-A	test_pdbch	0	374	374	256
2FQ1-A	test_pdbch	0	287	287	256
2FV8-A	test_pdbch	0	207	207	256
2FSI-A	test_pdbch	0	853	853	256
2FVV-A	test_pdbch	0	194	194	256
2FWM-X	test_pdbch	0	250	250	256
2G2B-A	test_pdbch	0	150	150	256
2FVL-A	test_pdbch	0	324	324	256
2G2O-A	test_pdbch	0	308	308	256
2G3T-A	test_pdbch	0	179	179	256
2FYO-A	test_pdbch	0	653	653	256
2GAE-A	test_pdbch	0	346	346	256
2G9B-A	test_pdbch	0	263	263	256
2G5W-A	test_pdbch	0	391	391	256
2GDZ-A	test_pdbch	0	267	267	256
2GF5-A	test_pdbch	0	191	191	256
2GBG-A	test_pdbch	0	730	730	256
2GF0-A	test_pdbch	0	199	199	256
2GIA-B	test_pdbch	0	187	187	256
2GK9-A	test_pdbch	0	392	392	256
2GJX-A	test_pdbch	0	507	507	256
2GGZ-A	test_pdbch	0	211	211	256
2GKN-A	test_pdbch	0	136	136	256
2GMH-A	test_pdbch	0	584	584	256
2GTP-A	test_pdbch	0	323	323	256
2GTE-A	test_pdbch	0	124	124	256
2GU2-A	test_pdbch	0	312	312	256
2GQQ-A	test_pdbch	0	163	163	256
2GO0-A	test_pdbch	0	137	137	256
2GSX-A	test_pdbch	0	951	951	256
2H08-A	test_pdbch	0	326	326	256
2H11-A	test_pdbch	0	232	232	256
2H4P-A	test_pdbch	0	394	394	256
2H63-A	test_pdbch	0	292	292	256
2H6F-A	test_pdbch	0	382	382	256
2H8H-A	test_pdbch	0	535	535	256
2HDL-A	test_pdbch	0	78	78	256
2H9P-A	test_pdbch	0	329	329	256
2HDF-A	test_pdbch	0	639	639	256
2H31-A	test_pdbch	0	425	425	256
2HG2-A	test_pdbch	0	479	479	256
2HE3-A	test_pdbch	0	208	208	256
2HGS-A	test_pdbch	0	474	474	256
2HHI-A	test_pdbch	0	204	204	256
2HH7-A	test_pdbch	0	119	119	256
2HLD-I	test_pdbch	0	61	61	256
2HO9-A	test_pdbch	0	167	167	256
2HKY-A	test_pdbch	0	129	129	256
2HQM-A	test_pdbch	0	479	479	256
2HI4-A	test_pdbch	0	495	495	256
2HRB-A	test_pdbch	0	274	274	256
2HW1-A	test_pdbch	0	298	298	256
2HY7-A	test_pdbch	0	406	406	256
2HW5-A	test_pdbch	0	286	286	256
2HZQ-A	test_pdbch	0	174	174	256
2HZA-A	test_pdbch	0	133	133	256
2HVA-A	test_pdbch	0	192	192	256
2HW4-A	test_pdbch	0	144	144	256
2HYI-C	test_pdbch	0	413	413	256
2I0Q-A	test_pdbch	0	495	495	256
2I0Q-B	test_pdbch	0	385	385	256
2I2W-A	test_pdbch	0	212	212	256
2I2Q-A	test_pdbch	0	137	137	256
2I3C-A	test_pdbch	0	315	315	256
2I3T-A	test_pdbch	0	341	341	256
2I99-A	test_pdbch	0	312	312	256
2I6B-A	test_pdbch	0	345	345	256
2I5K-A	test_pdbch	0	488	488	256
2IAG-A	test_pdbch	0	482	482	256
2IE7-A	test_pdbch	0	318	318	256
2IIF-A	test_pdbch	0	204	204	256
2IF4-A	test_pdbch	0	338	338	256
2IF8-A	test_pdbch	0	363	363	256
2IBU-A	test_pdbch	0	395	395	256
2IF1-A	test_pdbch	0	126	126	256
2IIK-A	test_pdbch	0	418	418	256
2IRT-A	test_pdbch	0	152	152	256
2IQX-A	test_pdbch	0	187	187	256
2IJA-A	test_pdbch	0	295	295	256
2ILK-A	test_pdbch	0	160	160	256
2ISQ-A	test_pdbch	0	320	320	256
2IOQ-A	test_pdbch	0	624	624	256
2IS4-A	test_pdbch	0	680	680	256
2IST-A	test_pdbch	0	325	325	256
2J1L-A	test_pdbch	0	214	214	256
2IWZ-A	test_pdbch	0	438	438	256
2IX5-A	test_pdbch	0	436	436	256
2IYT-A	test_pdbch	0	184	184	256
2IW3-A	test_pdbch	0	986	986	256
2J04-A	test_pdbch	0	588	588	256
2J3K-A	test_pdbch	0	345	345	256
2J28-9	test_pdbch	0	430	430	256
2J4E-A	test_pdbch	0	196	196	256
2JLP-A	test_pdbch	0	222	222	256
2JKT-M	test_pdbch	0	435	435	256
2JAY-A	test_pdbch	0	291	291	256
2JO1-A	test_pdbch	0	72	72	256
2JDX-A	test_pdbch	0	385	385	256
2JOO-A	test_pdbch	0	66	66	20
2J5V-A	test_pdbch	0	367	367	256
2J91-A	test_pdbch	0	503	503	256
2JP3-A	test_pdbch	0	67	67	256
2JQ3-A	test_pdbch	0	79	79	142
2JRF-A	test_pdbch	0	184	184	256
2JYO-A	test_pdbch	0	70	70	256
2JU0-A	test_pdbch	0	190	190	256
2JU8-A	test_pdbch	0	127	127	256
2JUL-A	test_pdbch	0	256	256	256
2JZC-A	test_pdbch	0	224	224	256
2K04-A	test_pdbch	0	70	70	256
2K21-A	test_pdbch	0	138	138	256
2KBK-A	test_pdbch	0	64	64	256
2K3J-A	test_pdbch	0	146	146	256
2K8P-A	test_pdbch	0	189	189	256
2K7N-A	test_pdbch	0	203	203	256
2KC8-A	test_pdbch	0	98	98	256
2K23-A	test_pdbch	0	178	178	256
2KFW-A	test_pdbch	0	196	196	256
2KG4-A	test_pdbch	0	165	165	256
2KHZ-A	test_pdbch	0	165	165	256
2KGL-A	test_pdbch	0	195	195	256
2KMW-A	test_pdbch	0	150	150	256
2KLR-A	test_pdbch	0	175	175	256
2KOG-A	test_pdbch	0	119	119	256
2KNJ-A	test_pdbch	0	90	90	120
2KN6-A	test_pdbch	0	215	215	256
2KIN-A	test_pdbch	0	238	238	256
2KQP-A	test_pdbch	0	86	86	256
2L0Y-B	test_pdbch	0	67	67	256
2L0P-A	test_pdbch	0	94	94	256
2KU2-A	test_pdbch	0	237	237	256
2KV1-A	test_pdbch	0	124	124	256
2KUM-A	test_pdbch	0	88	88	256
2KS6-A	test_pdbch	0	201	201	256
2KR0-A	test_pdbch	0	411	411	256
2L2E-A	test_pdbch	0	190	190	256
2L3Y-A	test_pdbch	0	190	190	256
2LAV-A	test_pdbch	0	361	361	256
2L9N-A	test_pdbch	0	252	252	256
2L4N-A	test_pdbch	0	113	113	256
2L9C-A	test_pdbch	0	176	176	256
2L7B-A	test_pdbch	0	307	307	256
2LHI-A	test_pdbch	0	176	176	256
2LDX-A	test_pdbch	0	331	331	256
2LM5-A	test_pdbch	0	214	214	256
2LJL-A	test_pdbch	0	109	109	256
2LMS-A	test_pdbch	0	166	166	256
2LMV-A	test_pdbch	0	148	148	256
2LQW-A	test_pdbch	0	303	303	256
2LUC-A	test_pdbch	0	105	105	256
2M9V-A	test_pdbch	0	170	170	79
2M0R-A	test_pdbch	0	104	104	256
2M2A-A	test_pdbch	0	148	148	256
2M0Q-A	test_pdbch	0	123	123	256
2LXX-A	test_pdbch	0	152	152	256
2MJW-B	test_pdbch	0	94	94	256
2MGY-A	test_pdbch	0	169	169	256
2MGS-A	test_pdbch	0	78	78	256
2MN7-A	test_pdbch	0	97	97	256
2MP0-B	test_pdbch	0	168	168	256
2MP1-A	test_pdbch	0	77	77	256
2MT6-A	test_pdbch	0	151	151	256
2MZI-A	test_pdbch	0	250	250	256
2MYJ-A	test_pdbch	0	79	79	256
2N1A-A	test_pdbch	0	103	103	256
2N1B-A	test_pdbch	0	261	261	256
2N6F-A	test_pdbch	0	136	136	256
2N6A-A	test_pdbch	0	173	173	256
2N55-A	test_pdbch	0	70	70	256
2N99-A	test_pdbch	0	76	76	256
2NDJ-A	test_pdbch	0	112	112	256
2NLN-A	test_pdbch	0	108	108	256
2NN6-I	test_pdbch	0	209	209	256
2ND5-A	test_pdbch	0	111	111	256
2NTY-C	test_pdbch	0	180	180	256
2NOB-A	test_pdbch	0	325	325	256
2NPI-A	test_pdbch	0	460	460	256
2NS2-A	test_pdbch	0	242	242	256
2NQR-A	test_pdbch	0	411	411	256
2NSM-A	test_pdbch	0	439	439	256
2NNH-A	test_pdbch	0	476	476	256
2NUP-A	test_pdbch	0	769	769	256
2NVU-C	test_pdbch	0	180	180	256
2O03-A	test_pdbch	0	131	131	256
2NZ2-A	test_pdbch	0	413	413	256
2O06-A	test_pdbch	0	304	304	256
2O0B-A	test_pdbch	0	450	450	256
2NYA-A	test_pdbch	0	792	792	256
2NVU-B	test_pdbch	0	805	805	256
2O1P-A	test_pdbch	0	546	546	256
2O23-A	test_pdbch	0	265	265	256
2O20-A	test_pdbch	0	332	332	256
2O8N-A	test_pdbch	0	265	265	256
2O8V-B	test_pdbch	0	128	128	256
2O6X-A	test_pdbch	0	310	310	256
2O1S-A	test_pdbch	0	621	621	256
2OAU-A	test_pdbch	0	306	306	256
2O36-A	test_pdbch	0	674	674	256
2OBG-A	test_pdbch	0	461	461	256
2OBY-A	test_pdbch	0	338	338	256
2OC4-A	test_pdbch	0	289	289	256
2ODE-A	test_pdbch	0	350	350	256
2OCI-A	test_pdbch	0	254	254	256
2OGH-A	test_pdbch	0	108	108	256
2ODJ-A	test_pdbch	0	428	428	256
2OHF-A	test_pdbch	0	396	396	256
2OQ2-A	test_pdbch	0	261	261	256
2OL2-A	test_pdbch	0	395	395	256
2OQP-A	test_pdbch	0	134	134	256
2ORV-A	test_pdbch	0	234	234	256
2OJW-A	test_pdbch	0	384	384	256
2OWO-A	test_pdbch	0	671	671	256
2OZ5-A	test_pdbch	0	296	296	256
2OWL-A	test_pdbch	0	303	303	256
2OZB-A	test_pdbch	0	130	130	256
2OZ6-A	test_pdbch	0	207	207	256
2P01-A	test_pdbch	0	323	323	256
2P27-A	test_pdbch	0	306	306	256
2P1O-B	test_pdbch	0	594	594	256
2OZO-A	test_pdbch	0	613	613	256
2P31-A	test_pdbch	0	181	181	256
2P2N-A	test_pdbch	0	358	358	256
2P8Y-T	test_pdbch	0	842	842	256
2PBO-A	test_pdbch	0	400	400	256
2PAA-A	test_pdbch	0	416	416	256
2PA3-A	test_pdbch	0	410	410	256
2PCB-B	test_pdbch	0	104	104	256
2P6F-A	test_pdbch	0	455	455	256
2PE4-A	test_pdbch	0	424	424	256
2PF4-A	test_pdbch	0	589	589	256
2PFR-A	test_pdbch	0	294	294	256
2PI2-A	test_pdbch	0	270	270	256
2PG7-A	test_pdbch	0	476	476	256
2PLA-A	test_pdbch	0	349	349	256
2PFD-A	test_pdbch	0	541	541	256
2PK9-B	test_pdbch	0	293	293	256
2PQA-B	test_pdbch	0	142	142	256
2PNY-A	test_pdbch	0	246	246	256
2PME-A	test_pdbch	0	693	693	256
2PUG-A	test_pdbch	0	340	340	256
2PN7-A	test_pdbch	0	188	188	256
2PSW-A	test_pdbch	0	170	170	256
2PVS-A	test_pdbch	0	452	452	256
2PTS-A	test_pdbch	0	462	462	256
2Q16-A	test_pdbch	0	219	219	256
2PYW-A	test_pdbch	0	420	420	256
2Q3D-A	test_pdbch	0	313	313	256
2Q20-A	test_pdbch	0	109	109	256
2Q3S-A	test_pdbch	0	206	206	256
2Q4G-W	test_pdbch	0	461	461	256
2PZI-A	test_pdbch	0	681	681	256
2Q49-A	test_pdbch	0	359	359	256
2Q4P-A	test_pdbch	0	170	170	256
2Q7R-A	test_pdbch	0	161	161	256
2Q8F-A	test_pdbch	0	407	407	256
2Q98-A	test_pdbch	0	191	191	256
2Q5D-A	test_pdbch	0	876	876	256
2QB6-A	test_pdbch	0	397	397	256
2QAG-C	test_pdbch	0	418	418	256
2Q8K-A	test_pdbch	0	401	401	256
2QC3-A	test_pdbch	0	303	303	256
2QFY-A	test_pdbch	0	427	427	256
2QJL-A	test_pdbch	0	99	99	256
2QRY-A	test_pdbch	0	330	330	256
2QRW-A	test_pdbch	0	128	128	256
2QM9-A	test_pdbch	0	155	155	256
2QTY-A	test_pdbch	0	347	347	256
2QPT-A	test_pdbch	0	550	550	256
2QT9-A	test_pdbch	0	766	766	256
2QTV-A	test_pdbch	0	772	772	256
2R37-A	test_pdbch	0	207	207	256
2QZW-A	test_pdbch	0	341	341	256
2QXL-A	test_pdbch	0	658	658	256
2R2Q-A	test_pdbch	0	110	110	256
2R3V-A	test_pdbch	0	396	396	256
2R42-A	test_pdbch	0	395	395	256
2R46-A	test_pdbch	0	501	501	256
2R5G-A	test_pdbch	0	247	247	256
2R55-A	test_pdbch	0	231	231	256
2RA4-A	test_pdbch	0	76	76	256
2R4U-A	test_pdbch	0	485	485	256
2R8U-A	test_pdbch	0	268	268	256
2R92-I	test_pdbch	0	122	122	256
2R8P-A	test_pdbch	0	669	669	256
2RCQ-A	test_pdbch	0	141	141	256
2RCM-A	test_pdbch	0	495	495	256
2RKB-A	test_pdbch	0	318	318	256
2RCJ-C	test_pdbch	0	523	523	256
2RIU-A	test_pdbch	0	204	204	256
2RDU-A	test_pdbch	0	387	387	256
2RKQ-A	test_pdbch	0	169	169	256
2RKN-A	test_pdbch	0	77	77	256
2RD2-A	test_pdbch	0	556	556	256
2RNB-A	test_pdbch	0	67	67	256
2UCZ-A	test_pdbch	0	165	165	256
2TMK-A	test_pdbch	0	216	216	256
2V64-D	test_pdbch	0	207	207	256
2VB3-X	test_pdbch	0	88	88	256
2UZZ-A	test_pdbch	0	372	372	256
2V3J-A	test_pdbch	0	258	258	256
2RSV-A	test_pdbch	0	403	403	256
2V4Y-A	test_pdbch	0	241	241	256
2VCV-A	test_pdbch	0	222	222	256
2VCT-A	test_pdbch	0	222	222	256
2VHY-A	test_pdbch	0	377	377	256
2VG4-A	test_pdbch	0	284	284	256
2VDU-B	test_pdbch	0	450	450	256
2VGQ-A	test_pdbch	0	477	477	256
2VCY-A	test_pdbch	0	344	344	256
2VIG-A	test_pdbch	0	391	391	256
2W2X-A	test_pdbch	0	185	185	256
2VSX-A	test_pdbch	0	395	395	256
2W0A-A	test_pdbch	0	455	455	256
2VR2-A	test_pdbch	0	541	541	256
2VXO-A	test_pdbch	0	697	697	256
2W4L-A	test_pdbch	0	178	178	256
2VUU-A	test_pdbch	0	352	352	256
2VM9-A	test_pdbch	0	257	257	256
2W6I-H	test_pdbch	0	168	168	256
2W94-A	test_pdbch	0	254	254	256
2W78-A	test_pdbch	0	772	772	256
2W99-A	test_pdbch	0	271	271	256
2W8P-A	test_pdbch	0	487	487	256
2W96-B	test_pdbch	0	306	306	256
2WDT-A	test_pdbch	0	232	232	256
2WCE-A	test_pdbch	0	95	95	256
2WKQ-A	test_pdbch	0	332	332	256
2WIU-B	test_pdbch	0	88	88	256
2WJR-A	test_pdbch	0	214	214	256
2WKX-A	test_pdbch	0	261	261	256
2WP9-C	test_pdbch	0	129	129	256
2WSE-E	test_pdbch	0	143	143	256
2WEF-A	test_pdbch	0	311	311	256
2WP9-D	test_pdbch	0	115	115	256
2WSF-1	test_pdbch	0	241	241	256
2WVD-A	test_pdbch	0	148	148	256
2WVR-A	test_pdbch	0	209	209	256
2WW9-C	test_pdbch	0	87	87	256
2WVR-C	test_pdbch	0	546	546	256
2WW9-B	test_pdbch	0	80	80	256
2WTB-A	test_pdbch	0	725	725	256
2WW9-L	test_pdbch	0	127	127	256
2WWB-B	test_pdbch	0	68	68	256
2WWR-A	test_pdbch	0	330	330	256
2WYA-A	test_pdbch	0	460	460	256
2WXX-A	test_pdbch	0	453	453	256
2WWA-A	test_pdbch	0	490	490	256
2WXZ-C	test_pdbch	0	453	453	256
2WYN-A	test_pdbch	0	535	535	256
2X4D-A	test_pdbch	0	271	271	256
2X6L-A	test_pdbch	0	69	69	256
2XF8-A	test_pdbch	0	338	338	256
2X8B-A	test_pdbch	0	583	583	256
2XH7-A	test_pdbch	0	443	443	256
2XOK-D	test_pdbch	0	511	511	256
2XOK-H	test_pdbch	0	160	160	256
2XOK-G	test_pdbch	0	311	311	256
2XKX-A	test_pdbch	0	721	721	256
2XRC-A	test_pdbch	0	565	565	256
2XSX-A	test_pdbch	0	435	435	256
2XTZ-A	test_pdbch	0	354	354	256
2XV4-S	test_pdbch	0	534	534	256
2XVM-A	test_pdbch	0	199	199	256
2XWE-A	test_pdbch	0	505	505	256
2XVY-A	test_pdbch	0	269	269	256
2XYY-A	test_pdbch	0	430	430	256
2Y75-A	test_pdbch	0	129	129	256
2Y9P-A	test_pdbch	0	172	172	256
2Y4T-A	test_pdbch	0	450	450	256
2XZ3-A	test_pdbch	0	463	463	256
2YMB-A	test_pdbch	0	257	257	256
2Y6V-A	test_pdbch	0	398	398	256
2YB6-A	test_pdbch	0	152	152	256
2YV7-A	test_pdbch	0	260	260	256
2YHX-A	test_pdbch	0	457	457	256
2YZ2-A	test_pdbch	0	266	266	256
2Z0E-A	test_pdbch	0	357	357	256
2Z98-A	test_pdbch	0	200	200	256
2Z2C-A	test_pdbch	0	423	423	256
2YXV-A	test_pdbch	0	446	446	256
2ZAE-A	test_pdbch	0	127	127	256
2Z2B-A	test_pdbch	0	337	337	256
2Z5F-A	test_pdbch	0	298	298	256
2Z4I-A	test_pdbch	0	233	233	256
2ZFN-A	test_pdbch	0	460	460	256
2ZFD-A	test_pdbch	0	226	226	256
2ZB2-A	test_pdbch	0	849	849	256
2ZPN-A	test_pdbch	0	119	119	256
2ZJ1-A	test_pdbch	0	495	495	256
2ZSH-A	test_pdbch	0	351	351	256
2ZLF-A	test_pdbch	0	888	888	256
2ZOC-A	test_pdbch	0	319	319	256
2ZYA-A	test_pdbch	0	480	480	256
3A7P-A	test_pdbch	0	152	152	256
3A5Z-A	test_pdbch	0	328	328	256
2ZZ9-A	test_pdbch	0	301	301	256
3A2E-A	test_pdbch	0	108	108	256
3A58-B	test_pdbch	0	188	188	256
3A3C-A	test_pdbch	0	451	451	256
3A9Z-A	test_pdbch	0	432	432	256
3AAI-A	test_pdbch	0	94	94	256
3AH8-G	test_pdbch	0	78	78	256
3AJP-A	test_pdbch	0	182	182	256
3AKJ-A	test_pdbch	0	325	325	256
3AFO-A	test_pdbch	0	388	388	256
3AQU-A	test_pdbch	0	356	356	256
3AQ4-A	test_pdbch	0	184	184	256
3AN2-A	test_pdbch	0	143	143	256
3B4Y-A	test_pdbch	0	356	356	256
3B54-A	test_pdbch	0	161	161	256
3B6J-A	test_pdbch	0	198	198	256
3B46-A	test_pdbch	0	447	447	256
3B5K-A	test_pdbch	0	113	113	98
3B8A-X	test_pdbch	0	485	485	256
3B97-A	test_pdbch	0	433	433	256
3B96-A	test_pdbch	0	587	587	256
3BGP-A	test_pdbch	0	333	333	256
3BH7-B	test_pdbch	0	352	352	256
3BDN-A	test_pdbch	0	236	236	256
3BF0-A	test_pdbch	0	593	593	256
3BHO-A	test_pdbch	0	208	208	256
3BG0-A	test_pdbch	0	316	316	256
3BFX-A	test_pdbch	0	296	296	256
3BHI-A	test_pdbch	0	276	276	256
3BIC-A	test_pdbch	0	762	762	256
3BJE-A	test_pdbch	0	349	349	256
3BT1-U	test_pdbch	0	283	283	256
3BLV-B	test_pdbch	0	354	354	256
3BLX-A	test_pdbch	0	349	349	256
3BSQ-A	test_pdbch	0	227	227	256
3BPT-A	test_pdbch	0	363	363	256
3BT7-A	test_pdbch	0	369	369	256
3BZH-A	test_pdbch	0	194	194	256
3C3W-A	test_pdbch	0	225	225	256
3BZF-B	test_pdbch	0	97	97	256
3BTS-A	test_pdbch	0	438	438	256
3C6K-A	test_pdbch	0	381	381	256
3C1J-A	test_pdbch	0	424	424	256
3C98-B	test_pdbch	0	279	279	256
3C9C-A	test_pdbch	0	432	432	256
3CH4-B	test_pdbch	0	202	202	256
3CG6-A	test_pdbch	0	146	146	256
3CB8-A	test_pdbch	0	245	245	256
3CKC-A	test_pdbch	0	527	527	256
3CIR-B	test_pdbch	0	243	243	256
3CDY-A	test_pdbch	0	109	109	256
3CDI-A	test_pdbch	0	723	723	256
3CB4-D	test_pdbch	0	599	599	256
3CMI-A	test_pdbch	0	171	171	256
3CON-A	test_pdbch	0	190	190	256
3COS-A	test_pdbch	0	381	381	256
3CPH-A	test_pdbch	0	213	213	256
3CPT-A	test_pdbch	0	143	143	256
3CPJ-B	test_pdbch	0	223	223	256
3CRK-A	test_pdbch	0	407	407	256
3CP2-A	test_pdbch	0	649	649	256
3CUE-B	test_pdbch	0	283	283	256
3CUE-A	test_pdbch	0	219	219	256
3CUE-F	test_pdbch	0	206	206	256
3CUE-D	test_pdbch	0	193	193	256
3CUK-A	test_pdbch	0	347	347	256
3CTZ-A	test_pdbch	0	623	623	256
3CUQ-A	test_pdbch	0	234	234	256
3CUE-C	test_pdbch	0	159	159	256
3CUQ-C	test_pdbch	0	176	176	256
3CX5-B	test_pdbch	0	352	352	256
3CXS-A	test_pdbch	0	184	184	256
3D68-A	test_pdbch	0	424	424	256
3D4J-A	test_pdbch	0	400	400	256
3D84-X	test_pdbch	0	186	186	256
3D3W-A	test_pdbch	0	244	244	256
3D4G-A	test_pdbch	0	481	481	256
3D9S-A	test_pdbch	0	266	266	256
3DAV-A	test_pdbch	0	127	127	256
3D8X-A	test_pdbch	0	326	326	256
3DCY-A	test_pdbch	0	275	275	256
3DBL-I	test_pdbch	0	88	88	256
3DHT-A	test_pdbch	0	141	141	256
3DI2-A	test_pdbch	0	154	154	87
3DL9-A	test_pdbch	0	479	479	256
3DD5-A	test_pdbch	0	201	201	256
3DHW-A	test_pdbch	0	217	217	256
3DLJ-A	test_pdbch	0	485	485	256
3DLX-A	test_pdbch	0	489	489	256
3DF0-A	test_pdbch	0	714	714	256
3DTQ-A	test_pdbch	0	186	186	256
3DOE-B	test_pdbch	0	165	165	256
3DOJ-A	test_pdbch	0	310	310	256
3DUZ-A	test_pdbch	0	487	487	80
3DM0-A	test_pdbch	0	694	694	256
3DXR-A	test_pdbch	0	89	89	256
3DW8-B	test_pdbch	0	447	447	256
3E0L-A	test_pdbch	0	455	455	256
3DXR-B	test_pdbch	0	95	95	256
3E46-A	test_pdbch	0	253	253	256
3E73-A	test_pdbch	0	411	411	256
3DZU-A	test_pdbch	0	467	467	256
3E6I-A	test_pdbch	0	476	476	256
3ECW-A	test_pdbch	0	153	153	256
3EDY-A	test_pdbch	0	544	544	256
3EI8-A	test_pdbch	0	432	432	256
3EJE-A	test_pdbch	0	97	97	256
3E9K-A	test_pdbch	0	465	465	256
3EIQ-A	test_pdbch	0	414	414	256
3EL3-A	test_pdbch	0	467	467	256
3EQC-A	test_pdbch	0	360	360	256
3EJY-A	test_pdbch	0	473	473	256
3EQ1-A	test_pdbch	0	361	361	256
3ELO-A	test_pdbch	0	133	133	256
3ES9-A	test_pdbch	0	618	618	256
3ENP-A	test_pdbch	0	177	177	256
3ES6-B	test_pdbch	0	118	118	256
3EPJ-A	test_pdbch	0	409	409	256
3EUF-A	test_pdbch	0	328	328	256
3F1R-A	test_pdbch	0	211	211	256
3EYC-A	test_pdbch	0	162	162	256
3EXI-A	test_pdbch	0	382	382	256
3F3P-A	test_pdbch	0	351	351	256
